criteria,cost_of_bike,assistance,segment,rating,price,provider,rank,location,product_variant,month
E-Bike,4000,Yes,None,1.8,6.92,Hepster,3,bayern,Basic,November
E-Bike,4000,Yes,None,1.6,6.93,BerlinDirect,4,bayern,Classic Rundum,November
E-Bike,4000,Yes,None,1.0,7.0,Ammerländer,5,bayern,Excellent,November
E-Bike,4000,Yes,None,1.2,7.03,Schutzgarant,6,bayern,GoldPlus,November
E-Bike,4000,Yes,None,1.1,7.17,Ammerländer,7,bayern,Exclusiv,November
E-Bike,4000,Yes,Performance recommendation,1.0,7.21,Janitos,8,bayern,Fahrrad- und E-Bike-Versicherung,November
E-Bike,4000,Yes,None,1.0,7.66,Ammerländer,9,bayern,Excellent Plus,November
E-Bike,4000,Yes,None,1.3,8.33,GVO,10,bayern,TOP-VIT Plus,November
E-Bike,4000,Yes,None,1.3,8.33,Hepster,11,bayern,Premium,November
E-Bike,4000,Yes,None,1.2,8.66,Hepster,12,bayern,Superior,November
E-Bike,4000,Yes,None,1.4,8.68,MVK,13,bayern,Top,November
E-Bike,4000,Yes,None,1.4,8.76,Adam Riese,14,bayern,Tarif XL,November
E-Bike,4000,Yes,None,1.2,9.45,Adam Riese,15,bayern,Tarif XXL,November
E-Bike,4000,Yes,None,1.3,10.25,NV Versicherungen,16,bayern,Premium 1.0,November
E-Bike,4000,Yes,None,1.3,10.5,Bessergrün,17,bayern,Premium 1.0,November
E-Bike,4000,Yes,None,2.2,11.63,Bikmo,18,bayern,Plus,November
E-Bike,3500,Yes,Price-performance recommendation,1.3,5.5,Schutzgarant,1,bayern,BronzePlus,November
E-Bike,3500,Yes,None,1.5,6.0,GVO,2,bayern,TOP-VIT,November
E-Bike,3500,Yes,None,1.2,6.48,Schutzgarant,3,bayern,GoldPlus,November
E-Bike,3500,Yes,Performance recommendation,1.0,6.5,Janitos,4,bayern,Fahrrad- und E-Bike-Versicherung,November
E-Bike,3500,Yes,None,1.1,6.63,Ammerländer,5,bayern,Exclusiv,November
E-Bike,3500,Yes,None,1.0,6.92,Ammerländer,6,bayern,Excellent,November
E-Bike,3500,Yes,None,1.8,6.92,Hepster,7,bayern,Basic,November
E-Bike,3500,Yes,None,1.6,6.93,BerlinDirect,8,bayern,Classic Rundum,November
E-Bike,3500,Yes,None,1.3,7.5,Hepster,9,bayern,Premium,November
E-Bike,3500,Yes,None,1.0,7.58,Ammerländer,10,bayern,Excellent Plus,November
E-Bike,3500,Yes,None,1.3,7.67,GVO,11,bayern,TOP-VIT Plus,November
E-Bike,3500,Yes,None,1.4,7.88,MVK,12,bayern,Top,November
E-Bike,3500,Yes,None,1.2,7.99,Hepster,13,bayern,Superior,November
E-Bike,3500,Yes,None,1.4,8.27,Adam Riese,14,bayern,Tarif XL,November
E-Bike,3500,Yes,None,1.2,8.91,Adam Riese,15,bayern,Tarif XXL,November
E-Bike,3500,Yes,None,1.3,9.58,NV Versicherungen,16,bayern,Premium 1.0,November
E-Bike,3500,Yes,None,1.3,9.83,Bessergrün,17,bayern,Premium 1.0,November
E-Bike,3500,Yes,None,2.2,10.61,Bikmo,18,bayern,Plus,November
E-Bike,3500,Yes,None,1.4,15.21,HDI,19,bayern,Premium,November
E-Bike,3000,Yes,Price-performance recommendation,1.3,4.68,Schutzgarant,1,bayern,BronzePlus,November
E-Bike,3000,Yes,None,1.5,5.0,GVO,2,bayern,TOP-VIT,November
E-Bike,3000,Yes,None,1.6,5.14,BerlinDirect,3,bayern,Classic Rundum,November
E-Bike,3000,Yes,None,1.8,5.17,Hepster,4,bayern,Basic,November
E-Bike,3000,Yes,None,1.2,5.62,Schutzgarant,5,bayern,GoldPlus,November
E-Bike,3000,Yes,None,1.1,5.75,Ammerländer,6,bayern,Exclusiv,November
E-Bike,3000,Yes,Performance recommendation,1.0,5.79,Janitos,7,bayern,Fahrrad- und E-Bike-Versicherung,November
E-Bike,3000,Yes,None,1.0,6.0,Ammerländer,8,bayern,Excellent,November
E-Bike,3000,Yes,None,1.3,6.41,Hepster,9,bayern,Premium,November
E-Bike,3000,Yes,None,1.0,6.66,Ammerländer,10,bayern,Excellent Plus,November
E-Bike,3000,Yes,None,1.3,6.67,GVO,11,bayern,TOP-VIT Plus,November
E-Bike,3000,Yes,None,1.4,7.17,MVK,12,bayern,Top,November
E-Bike,3000,Yes,None,1.2,7.2,Hepster,13,bayern,Superior,November
E-Bike,3000,Yes,None,1.4,7.78,Adam Riese,14,bayern,Tarif XL,November
E-Bike,3000,Yes,None,2.2,7.82,Bikmo,15,bayern,Plus,November
E-Bike,3000,Yes,None,1.3,8.33,NV Versicherungen,16,bayern,Premium 1.0,November
E-Bike,3000,Yes,None,1.2,8.38,Adam Riese,17,bayern,Tarif XXL,November
E-Bike,3000,Yes,None,1.3,8.58,Bessergrün,18,bayern,Premium 1.0,November
E-Bike,3000,Yes,None,1.4,11.4,HDI,19,bayern,Premium,November
E-Bike,2500,Yes,Price-performance recommendation,1.3,4.46,Schutzgarant,1,bayern,BronzePlus,November
E-Bike,2500,Yes,None,1.6,4.81,BerlinDirect,2,bayern,Classic Rundum,November
E-Bike,2500,Yes,None,1.5,4.83,GVO,3,bayern,TOP-VIT,November
E-Bike,2500,Yes,None,1.8,4.83,Hepster,4,bayern,Basic,November
E-Bike,2500,Yes,None,1.2,5.18,Schutzgarant,5,bayern,GoldPlus,November
E-Bike,2500,Yes,None,1.1,5.29,Ammerländer,6,bayern,Exclusiv,November
E-Bike,2500,Yes,None,1.0,5.52,Ammerländer,7,bayern,Excellent,November
E-Bike,2500,Yes,Performance recommendation,1.0,5.62,Janitos,8,bayern,Fahrrad- und E-Bike-Versicherung,November
E-Bike,2500,Yes,None,1.3,5.92,Hepster,9,bayern,Premium,November
E-Bike,2500,Yes,None,1.0,6.18,Ammerländer,10,bayern,Excellent Plus,November
E-Bike,2500,Yes,None,1.4,6.28,MVK,11,bayern,Top,November
E-Bike,2500,Yes,None,1.3,6.33,GVO,12,bayern,TOP-VIT Plus,November
E-Bike,2500,Yes,None,1.2,6.58,Hepster,13,bayern,Superior,November
E-Bike,2500,Yes,None,2.2,7.08,Bikmo,14,bayern,Plus,November
E-Bike,2500,Yes,None,1.4,7.29,Adam Riese,15,bayern,Tarif XL,November
E-Bike,2500,Yes,None,1.3,7.58,NV Versicherungen,16,bayern,Premium 1.0,November
E-Bike,2500,Yes,None,1.3,7.83,Bessergrün,17,bayern,Premium 1.0,November
E-Bike,2500,Yes,None,1.2,7.85,Adam Riese,18,bayern,Tarif XXL,November
E-Bike,2500,Yes,None,1.4,9.88,HDI,19,bayern,Premium,November
E-Bike,2000,Yes,Price-performance recommendation,1.3,4.28,Schutzgarant,1,bayern,BronzePlus,November
E-Bike,2000,Yes,None,1.6,4.49,BerlinDirect,2,bayern,Classic Rundum,November
E-Bike,2000,Yes,None,1.8,4.5,Hepster,3,bayern,Basic,November
E-Bike,2000,Yes,None,1.5,4.58,GVO,4,bayern,TOP-VIT,November
E-Bike,2000,Yes,Performance recommendation,1.0,4.89,Janitos,5,bayern,Fahrrad- und E-Bike-Versicherung,November
E-Bike,2000,Yes,None,1.2,5.18,Schutzgarant,6,bayern,GoldPlus,November
E-Bike,2000,Yes,None,1.1,5.29,Ammerländer,7,bayern,Exclusiv,November
E-Bike,2000,Yes,None,1.0,5.5,Ammerländer,8,bayern,Excellent,November
E-Bike,2000,Yes,None,1.4,5.61,MVK,9,bayern,Top,November
E-Bike,2000,Yes,None,1.3,5.66,Hepster,10,bayern,Premium,November
E-Bike,2000,Yes,None,1.3,6.0,GVO,11,bayern,TOP-VIT Plus,November
E-Bike,2000,Yes,None,1.0,6.16,Ammerländer,12,bayern,Excellent Plus,November
E-Bike,2000,Yes,None,2.2,6.28,Bikmo,13,bayern,Plus,November
E-Bike,2000,Yes,None,1.2,6.34,Hepster,14,bayern,Superior,November
E-Bike,2000,Yes,None,1.4,6.4,Adam Riese,15,bayern,Tarif XL,November
E-Bike,2000,Yes,None,1.2,6.63,Adam Riese,16,bayern,Tarif XXL,November
E-Bike,2000,Yes,None,1.3,6.75,NV Versicherungen,17,bayern,Premium 1.0,November
E-Bike,2000,Yes,None,1.3,7.0,Bessergrün,18,bayern,Premium 1.0,November
E-Bike,2000,Yes,None,1.4,8.86,HDI,19,bayern,Premium,November
E-Bike,1500,Yes,Price-performance recommendation,1.3,3.96,Schutzgarant,1,bayern,BronzePlus,November
E-Bike,1500,Yes,None,1.8,4.08,Hepster,2,bayern,Basic,November
E-Bike,1500,Yes,Performance recommendation,1.0,4.16,Janitos,3,bayern,Fahrrad- und E-Bike-Versicherung,November
E-Bike,1500,Yes,None,1.6,4.16,BerlinDirect,4,bayern,Classic Rundum,November
E-Bike,1500,Yes,None,1.5,4.29,GVO,5,bayern,TOP-VIT,November
E-Bike,1500,Yes,None,1.2,4.68,Schutzgarant,6,bayern,GoldPlus,November
E-Bike,1500,Yes,None,1.4,5.06,MVK,7,bayern,Top,November
E-Bike,1500,Yes,None,1.1,5.21,Ammerländer,8,bayern,Exclusiv,November
E-Bike,1500,Yes,None,1.3,5.38,Hepster,9,bayern,Premium,November
E-Bike,1500,Yes,None,2.2,5.41,Bikmo,10,bayern,Plus,November
E-Bike,1500,Yes,None,1.0,5.5,Ammerländer,11,bayern,Excellent,November
E-Bike,1500,Yes,None,1.2,5.81,Hepster,12,bayern,Superior,November
E-Bike,1500,Yes,None,1.3,5.83,GVO,13,bayern,TOP-VIT Plus,November
E-Bike,1500,Yes,None,1.4,5.95,Adam Riese,14,bayern,Tarif XL,November
E-Bike,1500,Yes,None,1.0,6.16,Ammerländer,15,bayern,Excellent Plus,November
E-Bike,1500,Yes,None,1.2,6.16,Adam Riese,16,bayern,Tarif XXL,November
E-Bike,1500,Yes,None,1.3,6.17,NV Versicherungen,17,bayern,Premium 1.0,November
E-Bike,1500,Yes,None,1.3,6.42,Bessergrün,18,bayern,Premium 1.0,November
E-Bike,1500,Yes,None,1.4,8.09,HDI,19,bayern,Premium,November
E-Bike,1000,Yes,Price-performance recommendation,1.3,3.64,Schutzgarant,1,bayern,BronzePlus,November
E-Bike,1000,Yes,None,1.8,3.83,Hepster,2,bayern,Basic,November
E-Bike,1000,Yes,None,1.6,3.84,BerlinDirect,3,bayern,Classic Rundum,November
E-Bike,1000,Yes,Performance recommendation,1.0,4.16,Janitos,4,bayern,Fahrrad- und E-Bike-Versicherung,November
E-Bike,1000,Yes,None,1.5,4.17,GVO,5,bayern,TOP-VIT,November
E-Bike,1000,Yes,None,1.2,4.52,Schutzgarant,6,bayern,GoldPlus,November
E-Bike,1000,Yes,None,1.1,5.05,Ammerländer,7,bayern,Exclusiv,November
E-Bike,1000,Yes,None,1.4,5.06,MVK,8,bayern,Top,November
E-Bike,1000,Yes,None,1.3,5.38,Hepster,9,bayern,Premium,November
E-Bike,1000,Yes,None,2.2,5.41,Bikmo,10,bayern,Plus,November
E-Bike,1000,Yes,None,1.3,5.42,GVO,11,bayern,TOP-VIT Plus,November
E-Bike,1000,Yes,None,1.0,5.5,Ammerländer,12,bayern,Excellent,November
E-Bike,1000,Yes,None,1.4,5.51,Adam Riese,13,bayern,Tarif XL,November
E-Bike,1000,Yes,None,1.2,5.7,Adam Riese,14,bayern,Tarif XXL,November
E-Bike,1000,Yes,None,1.2,5.81,Hepster,15,bayern,Superior,November
E-Bike,1000,Yes,None,1.0,6.16,Ammerländer,16,bayern,Excellent Plus,November
E-Bike,1000,Yes,None,1.3,6.17,NV Versicherungen,17,bayern,Premium 1.0,November
E-Bike,1000,Yes,None,1.3,6.42,Bessergrün,18,bayern,Premium 1.0,November
E-Bike,1000,Yes,None,1.4,7.07,HDI,19,bayern,Premium,November
E-Bike,750,Yes,Price-performance recommendation,1.3,3.64,Schutzgarant,1,bayern,BronzePlus,November
E-Bike,750,Yes,None,1.8,3.83,Hepster,2,bayern,Basic,November
E-Bike,750,Yes,None,1.6,3.84,BerlinDirect,3,bayern,Classic Rundum,November
E-Bike,750,Yes,Performance recommendation,1.0,4.16,Janitos,4,bayern,Fahrrad- und E-Bike-Versicherung,November
E-Bike,750,Yes,None,1.5,4.17,GVO,5,bayern,TOP-VIT,November
E-Bike,750,Yes,None,1.2,4.52,Schutzgarant,6,bayern,GoldPlus,November
E-Bike,750,Yes,None,1.1,5.05,Ammerländer,7,bayern,Exclusiv,November
E-Bike,750,Yes,None,1.4,5.06,MVK,8,bayern,Top,November
E-Bike,750,Yes,None,1.4,5.28,Adam Riese,9,bayern,Tarif XL,November
E-Bike,750,Yes,None,1.3,5.38,Hepster,10,bayern,Premium,November
E-Bike,750,Yes,None,2.2,5.41,Bikmo,11,bayern,Plus,November
E-Bike,750,Yes,None,1.3,5.42,GVO,12,bayern,TOP-VIT Plus,November
E-Bike,750,Yes,None,1.2,5.46,Adam Riese,13,bayern,Tarif XXL,November
E-Bike,750,Yes,None,1.0,5.5,Ammerländer,14,bayern,Excellent,November
E-Bike,750,Yes,None,1.2,5.81,Hepster,15,bayern,Superior,November
E-Bike,750,Yes,None,1.0,6.16,Ammerländer,16,bayern,Excellent Plus,November
E-Bike,750,Yes,None,1.3,6.17,NV Versicherungen,17,bayern,Premium 1.0,November
E-Bike,750,Yes,None,1.3,6.42,Bessergrün,18,bayern,Premium 1.0,November
E-Bike,500,Yes,Price-performance recommendation,1.3,3.64,Schutzgarant,1,bayern,BronzePlus,November
E-Bike,500,Yes,None,1.8,3.83,Hepster,2,bayern,Basic,November
E-Bike,500,Yes,None,1.6,3.84,BerlinDirect,3,bayern,Classic Rundum,November
E-Bike,500,Yes,Performance recommendation,1.0,4.16,Janitos,4,bayern,Fahrrad- und E-Bike-Versicherung,November
E-Bike,500,Yes,None,1.5,4.17,GVO,5,bayern,TOP-VIT,November
E-Bike,500,Yes,None,1.2,4.52,Schutzgarant,6,bayern,GoldPlus,November
E-Bike,500,Yes,None,1.1,5.05,Ammerländer,7,bayern,Exclusiv,November
E-Bike,500,Yes,None,1.4,5.06,MVK,8,bayern,Top,November
E-Bike,500,Yes,None,1.4,5.07,Adam Riese,9,bayern,Tarif XL,November
E-Bike,500,Yes,None,1.2,5.22,Adam Riese,10,bayern,Tarif XXL,November
E-Bike,500,Yes,None,1.3,5.38,Hepster,11,bayern,Premium,November
E-Bike,500,Yes,None,2.2,5.41,Bikmo,12,bayern,Plus,November
E-Bike,500,Yes,None,1.3,5.42,GVO,13,bayern,TOP-VIT Plus,November
E-Bike,500,Yes,None,1.0,5.5,Ammerländer,14,bayern,Excellent,November
E-Bike,500,Yes,None,1.2,5.81,Hepster,15,bayern,Superior,November
E-Bike,500,Yes,None,1.0,6.16,Ammerländer,16,bayern,Excellent Plus,November
E-Bike,500,Yes,None,1.3,6.17,NV Versicherungen,17,bayern,Premium 1.0,November
E-Bike,500,Yes,None,1.3,6.42,Bessergrün,18,bayern,Premium 1.0,November
E-Bike,12000,Yes,Price-performance recommendation,1.3,22.58,Schutzgarant,1,lower saxony,BronzePlus,November
E-Bike,12000,Yes,None,1.2,24.61,Schutzgarant,2,lower saxony,GoldPlus,November
E-Bike,12000,Yes,Performance recommendation,1.0,25.18,Janitos,3,lower saxony,Fahrrad- und E-Bike-Versicherung,November
E-Bike,12000,Yes,None,1.0,27.88,Ammerländer,4,lower saxony,Excellent,November
E-Bike,12000,Yes,None,1.0,28.54,Ammerländer,5,lower saxony,Excellent Plus,November
E-Bike,12000,Yes,None,1.3,30.0,GVO,6,lower saxony,TOP-VIT Plus,November
E-Bike,11000,Yes,Price-performance recommendation,1.3,20.73,Schutzgarant,1,lower saxony,BronzePlus,November
E-Bike,11000,Yes,None,1.2,22.58,Schutzgarant,2,lower saxony,GoldPlus,November
E-Bike,11000,Yes,Performance recommendation,1.0,23.1,Janitos,3,lower saxony,Fahrrad- und E-Bike-Versicherung,November
E-Bike,11000,Yes,None,1.0,27.88,Ammerländer,4,lower saxony,Excellent,November
E-Bike,11000,Yes,None,1.0,28.54,Ammerländer,5,lower saxony,Excellent Plus,November
E-Bike,11000,Yes,None,1.3,29.17,GVO,6,lower saxony,TOP-VIT Plus,November
E-Bike,10000,Yes,Price-performance recommendation,1.4,16.68,Adam Riese,1,lower saxony,Tarif XL,November
E-Bike,10000,Yes,None,1.3,17.81,Schutzgarant,2,lower saxony,BronzePlus,November
E-Bike,10000,Yes,None,1.5,18.71,GVO,3,lower saxony,TOP-VIT,November
E-Bike,10000,Yes,None,1.8,19.25,Hepster,4,lower saxony,Basic,November
E-Bike,10000,Yes,None,1.6,19.43,BerlinDirect,5,lower saxony,Classic Rundum,November
E-Bike,10000,Yes,None,1.2,20.36,Schutzgarant,6,lower saxony,GoldPlus,November
E-Bike,10000,Yes,Performance recommendation,1.0,21.02,Janitos,7,lower saxony,Fahrrad- und E-Bike-Versicherung,November
E-Bike,10000,Yes,None,1.3,21.63,Hepster,8,lower saxony,Premium,November
E-Bike,10000,Yes,None,1.4,21.92,MVK,9,lower saxony,Top,November
E-Bike,10000,Yes,None,1.1,22.05,Ammerländer,10,lower saxony,Exclusiv,November
E-Bike,10000,Yes,None,1.2,22.24,Adam Riese,11,lower saxony,Tarif XXL,November
E-Bike,10000,Yes,None,1.2,23.09,Hepster,12,lower saxony,Superior,November
E-Bike,10000,Yes,None,1.0,23.7,Ammerländer,13,lower saxony,Excellent,November
E-Bike,10000,Yes,None,1.0,24.36,Ammerländer,14,lower saxony,Excellent Plus,November
E-Bike,10000,Yes,None,1.3,25.0,NV Versicherungen,15,lower saxony,Premium 1.0,November
E-Bike,10000,Yes,None,1.3,25.25,Bessergrün,16,lower saxony,Premium 1.0,November
E-Bike,10000,Yes,None,2.2,27.52,Bikmo,17,lower saxony,Plus,November
E-Bike,10000,Yes,None,1.3,28.33,GVO,18,lower saxony,TOP-VIT Plus,November
E-Bike,9000,Yes,Price-performance recommendation,1.4,15.55,Adam Riese,1,lower saxony,Tarif XL,November
E-Bike,9000,Yes,None,1.3,16.17,Schutzgarant,2,lower saxony,BronzePlus,November
E-Bike,9000,Yes,None,1.5,16.88,GVO,3,lower saxony,TOP-VIT,November
E-Bike,9000,Yes,None,1.8,18.17,Hepster,4,lower saxony,Basic,November
E-Bike,9000,Yes,None,1.6,18.32,BerlinDirect,5,lower saxony,Classic Rundum,November
E-Bike,9000,Yes,None,1.2,18.47,Schutzgarant,6,lower saxony,GoldPlus,November
E-Bike,9000,Yes,Performance recommendation,1.0,18.95,Janitos,7,lower saxony,Fahrrad- und E-Bike-Versicherung,November
E-Bike,9000,Yes,None,1.3,19.63,Hepster,8,lower saxony,Premium,November
E-Bike,9000,Yes,None,1.1,19.85,Ammerländer,9,lower saxony,Exclusiv,November
E-Bike,9000,Yes,None,1.4,19.85,MVK,10,lower saxony,Top,November
E-Bike,9000,Yes,None,1.2,20.69,Adam Riese,11,lower saxony,Tarif XXL,November
E-Bike,9000,Yes,None,1.2,21.18,Hepster,12,lower saxony,Superior,November
E-Bike,9000,Yes,None,1.0,21.34,Ammerländer,13,lower saxony,Excellent,November
E-Bike,9000,Yes,None,1.0,22.0,Ammerländer,14,lower saxony,Excellent Plus,November
E-Bike,9000,Yes,None,1.3,22.5,NV Versicherungen,15,lower saxony,Premium 1.0,November
E-Bike,9000,Yes,None,1.3,22.75,Bessergrün,16,lower saxony,Premium 1.0,November
E-Bike,9000,Yes,None,1.3,23.33,GVO,17,lower saxony,TOP-VIT Plus,November
E-Bike,9000,Yes,None,2.2,24.87,Bikmo,18,lower saxony,Plus,November
E-Bike,8000,Yes,Price-performance recommendation,1.4,12.84,Adam Riese,1,lower saxony,Tarif XL,November
E-Bike,8000,Yes,None,1.3,14.42,Schutzgarant,2,lower saxony,BronzePlus,November
E-Bike,8000,Yes,None,1.5,15.13,GVO,3,lower saxony,TOP-VIT,November
E-Bike,8000,Yes,None,1.8,15.83,Hepster,4,lower saxony,Basic,November
E-Bike,8000,Yes,None,1.2,16.44,Schutzgarant,5,lower saxony,GoldPlus,November
E-Bike,8000,Yes,None,1.6,16.72,BerlinDirect,6,lower saxony,Classic Rundum,November
E-Bike,8000,Yes,Performance recommendation,1.0,16.87,Janitos,7,lower saxony,Fahrrad- und E-Bike-Versicherung,November
E-Bike,8000,Yes,None,1.2,17.35,Adam Riese,8,lower saxony,Tarif XXL,November
E-Bike,8000,Yes,None,1.3,17.38,Hepster,9,lower saxony,Premium,November
E-Bike,8000,Yes,None,1.4,17.66,MVK,10,lower saxony,Top,November
E-Bike,8000,Yes,None,1.1,17.75,Ammerländer,11,lower saxony,Exclusiv,November
E-Bike,8000,Yes,None,1.2,18.28,Hepster,12,lower saxony,Superior,November
E-Bike,8000,Yes,None,1.0,19.08,Ammerländer,13,lower saxony,Excellent,November
E-Bike,8000,Yes,None,1.0,19.74,Ammerländer,14,lower saxony,Excellent Plus,November
E-Bike,8000,Yes,None,1.3,20.0,NV Versicherungen,15,lower saxony,Premium 1.0,November
E-Bike,8000,Yes,None,1.3,20.0,GVO,16,lower saxony,TOP-VIT Plus,November
E-Bike,8000,Yes,None,1.3,20.25,Bessergrün,17,lower saxony,Premium 1.0,November
E-Bike,8000,Yes,None,2.2,22.22,Bikmo,18,lower saxony,Plus,November
E-Bike,7000,Yes,Price-performance recommendation,1.4,11.85,Adam Riese,1,lower saxony,Tarif XL,November
E-Bike,7000,Yes,None,1.3,12.74,Schutzgarant,2,lower saxony,BronzePlus,November
E-Bike,7000,Yes,None,1.5,13.42,GVO,3,lower saxony,TOP-VIT,November
E-Bike,7000,Yes,None,1.8,14.25,Hepster,4,lower saxony,Basic,November
E-Bike,7000,Yes,None,1.6,14.32,BerlinDirect,5,lower saxony,Classic Rundum,November
E-Bike,7000,Yes,None,1.2,14.49,Schutzgarant,6,lower saxony,GoldPlus,November
E-Bike,7000,Yes,None,1.4,14.75,MVK,7,lower saxony,Top,November
E-Bike,7000,Yes,Performance recommendation,1.0,14.92,Janitos,8,lower saxony,Fahrrad- und E-Bike-Versicherung,November
E-Bike,7000,Yes,None,1.3,15.23,Hepster,9,lower saxony,Premium,November
E-Bike,7000,Yes,None,1.1,15.75,Ammerländer,10,lower saxony,Exclusiv,November
E-Bike,7000,Yes,None,1.2,15.96,Adam Riese,11,lower saxony,Tarif XXL,November
E-Bike,7000,Yes,None,1.3,16.67,GVO,12,lower saxony,TOP-VIT Plus,November
E-Bike,7000,Yes,None,1.2,16.86,Hepster,13,lower saxony,Superior,November
E-Bike,7000,Yes,None,1.0,16.93,Ammerländer,14,lower saxony,Excellent,November
E-Bike,7000,Yes,None,1.3,17.5,NV Versicherungen,15,lower saxony,Premium 1.0,November
E-Bike,7000,Yes,None,1.0,17.59,Ammerländer,16,lower saxony,Excellent Plus,November
E-Bike,7000,Yes,None,1.3,17.75,Bessergrün,17,lower saxony,Premium 1.0,November
E-Bike,7000,Yes,None,2.2,19.57,Bikmo,18,lower saxony,Plus,November
E-Bike,7000,Yes,None,1.4,29.59,HDI,19,lower saxony,Premium,November
E-Bike,6000,Yes,Price-performance recommendation,1.4,10.7,Adam Riese,1,lower saxony,Tarif XL,November
E-Bike,6000,Yes,None,1.3,11.57,Schutzgarant,2,lower saxony,BronzePlus,November
E-Bike,6000,Yes,None,1.5,12.08,GVO,3,lower saxony,TOP-VIT,November
E-Bike,6000,Yes,None,1.8,12.67,Hepster,4,lower saxony,Basic,November
E-Bike,6000,Yes,None,1.6,12.72,BerlinDirect,5,lower saxony,Classic Rundum,November
E-Bike,6000,Yes,Performance recommendation,1.0,13.1,Janitos,6,lower saxony,Fahrrad- und E-Bike-Versicherung,November
E-Bike,6000,Yes,None,1.4,13.11,MVK,7,lower saxony,Top,November
E-Bike,6000,Yes,None,1.2,13.14,Schutzgarant,8,lower saxony,GoldPlus,November
E-Bike,6000,Yes,None,1.2,13.17,Adam Riese,9,lower saxony,Tarif XXL,November
E-Bike,6000,Yes,None,1.3,13.48,Hepster,10,lower saxony,Premium,November
E-Bike,6000,Yes,None,1.1,14.05,Ammerländer,11,lower saxony,Exclusiv,November
E-Bike,6000,Yes,None,1.2,14.46,Hepster,12,lower saxony,Superior,November
E-Bike,6000,Yes,None,1.3,15.0,GVO,13,lower saxony,TOP-VIT Plus,November
E-Bike,6000,Yes,None,1.3,15.08,NV Versicherungen,14,lower saxony,Premium 1.0,November
E-Bike,6000,Yes,None,1.0,15.1,Ammerländer,15,lower saxony,Excellent,November
E-Bike,6000,Yes,None,1.3,15.33,Bessergrün,16,lower saxony,Premium 1.0,November
E-Bike,6000,Yes,None,1.0,15.76,Ammerländer,17,lower saxony,Excellent Plus,November
E-Bike,6000,Yes,None,2.2,16.93,Bikmo,18,lower saxony,Plus,November
E-Bike,6000,Yes,None,1.4,25.36,HDI,19,lower saxony,Premium,November
E-Bike,5000,Yes,Price-performance recommendation,1.3,9.47,Schutzgarant,1,lower saxony,BronzePlus,November
E-Bike,5000,Yes,None,1.5,10.17,GVO,2,lower saxony,TOP-VIT,November
E-Bike,5000,Yes,None,1.8,10.33,Hepster,3,lower saxony,Basic,November
E-Bike,5000,Yes,None,1.6,10.43,BerlinDirect,4,lower saxony,Classic Rundum,November
E-Bike,5000,Yes,None,1.4,11.23,Adam Riese,5,lower saxony,Tarif XL,November
E-Bike,5000,Yes,None,1.2,11.25,Schutzgarant,6,lower saxony,GoldPlus,November
E-Bike,5000,Yes,Performance recommendation,1.0,11.34,Janitos,7,lower saxony,Fahrrad- und E-Bike-Versicherung,November
E-Bike,5000,Yes,None,1.3,12.12,Hepster,8,lower saxony,Premium,November
E-Bike,5000,Yes,None,1.1,12.25,Ammerländer,9,lower saxony,Exclusiv,November
E-Bike,5000,Yes,None,1.4,12.31,MVK,10,lower saxony,Top,November
E-Bike,5000,Yes,None,1.2,12.56,Hepster,11,lower saxony,Superior,November
E-Bike,5000,Yes,None,1.2,12.58,Adam Riese,12,lower saxony,Tarif XXL,November
E-Bike,5000,Yes,None,1.3,12.92,GVO,13,lower saxony,TOP-VIT Plus,November
E-Bike,5000,Yes,None,1.0,13.17,Ammerländer,14,lower saxony,Excellent,November
E-Bike,5000,Yes,None,1.3,13.75,NV Versicherungen,15,lower saxony,Premium 1.0,November
E-Bike,5000,Yes,None,1.0,13.83,Ammerländer,16,lower saxony,Excellent Plus,November
E-Bike,5000,Yes,None,1.3,14.0,Bessergrün,17,lower saxony,Premium 1.0,November
E-Bike,5000,Yes,None,2.2,14.28,Bikmo,18,lower saxony,Plus,November
E-Bike,5000,Yes,None,1.4,21.13,HDI,19,lower saxony,Premium,November
E-Bike,4500,Yes,Price-performance recommendation,1.3,7.88,Schutzgarant,1,lower saxony,BronzePlus,November
E-Bike,4500,Yes,None,1.5,8.43,GVO,2,lower saxony,TOP-VIT,November
E-Bike,4500,Yes,Performance recommendation,1.0,8.51,Janitos,3,lower saxony,Fahrrad- und E-Bike-Versicherung,November
E-Bike,4500,Yes,None,1.4,9.38,Adam Riese,4,lower saxony,Tarif XL,November
E-Bike,4500,Yes,None,1.8,9.58,Hepster,5,lower saxony,Basic,November
E-Bike,4500,Yes,None,1.6,9.68,BerlinDirect,6,lower saxony,Classic Rundum,November
E-Bike,4500,Yes,None,1.2,9.79,Schutzgarant,7,lower saxony,GoldPlus,November
E-Bike,4500,Yes,None,1.1,10.45,Ammerländer,8,lower saxony,Exclusiv,November
E-Bike,4500,Yes,None,1.2,10.48,Adam Riese,9,lower saxony,Tarif XXL,November
E-Bike,4500,Yes,None,1.3,10.5,GVO,10,lower saxony,TOP-VIT Plus,November
E-Bike,4500,Yes,None,1.3,10.88,Hepster,11,lower saxony,Premium,November
E-Bike,4500,Yes,None,1.2,11.11,Hepster,12,lower saxony,Superior,November
E-Bike,4500,Yes,None,1.0,11.23,Ammerländer,13,lower saxony,Excellent,November
E-Bike,4500,Yes,None,1.4,11.55,MVK,14,lower saxony,Top,November
